Technique ID,Technique Name,Is Sub-Technique,Parent Technique ID,Parent Technique Name,Tactics,Platforms,Data Components,Data Component Count,Log Sources,Log Source Count,Threat Groups Using This Technique,Threat Group Count
T1567,Exfiltration Over Web Service,False,,,Exfiltration,"ESXi, Linux, Office Suite, SaaS, Windows, macOS","Application Log Content
Command Execution
File Access
File Creation
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",8,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:EXECVE
auditd:SYSCALL
esxi:hostd
esxi:vmkernel
m365:unified
macos:unifiedlog
saas:box",10,"APT28, BlackByte, Contagious Interview, Magic Hound",4
T1567.001,Exfiltration Over Web Service: Exfiltration to Code Repository,True,T1567,Exfiltration Over Web Service,Exfiltration,"ESXi, Linux, Windows, macOS","Command Execution
File Access
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",6,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:EXECVE
auditd:SYSCALL
esxi:hostd
esxi:vmkernel
macos:unifiedlog",8,,0
T1567.002,Exfiltration Over Web Service: Exfiltration to Cloud Storage,True,T1567,Exfiltration Over Web Service,Exfiltration,"ESXi, Linux, Windows, macOS","Command Execution
File Access
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",6,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:EXECVE
auditd:SYSCALL
esxi:hostd
esxi:vmkernel
macos:unifiedlog",8,"Akira, Chimera, Cinnamon Tempest, Confucius, Contagious Interview, Earth Lusca, Ember Bear, FIN7, HAFNIUM, HEXANE, Indrik Spider, Kimsuky, Leviathan, LuminousMoth, Medusa Group, Mustang Panda, POLONIUM, Scattered Spider, Storm-0501, Threat Group-3390, ToddyCat, Turla, Wizard Spider, ZIRCONIUM",24
T1567.003,Exfiltration Over Web Service: Exfiltration to Text Storage Sites,True,T1567,Exfiltration Over Web Service,Exfiltration,"ESXi, Linux, Windows, macOS","Command Execution
File Access
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",6,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:EXECVE
auditd:SYSCALL
esxi:hostd
esxi:vmkernel
macos:unifiedlog",8,,0
T1567.004,Exfiltration Over Web Service: Exfiltration Over Webhook,True,T1567,Exfiltration Over Web Service,Exfiltration,"ESXi, Linux, Office Suite, SaaS, Windows, macOS","Application Log Content
Command Execution
File Access
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",7,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:EXECVE
auditd:SYSCALL
esxi:hostd
esxi:vmkernel
m365:unified
macos:unifiedlog
saas:api",10,,0
T1568,Dynamic Resolution,False,,,Command and Control,"ESXi, Linux, Windows, macOS","Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",4,"WinEventLog:Sysmon
auditd:SYSCALL
esxi:syslog
linux:syslog
macos:unifiedlog",5,"APT29, BITTER, Gamaredon Group, RedEcho, TA2541, Transparent Tribe",6
T1568.001,Dynamic Resolution: Fast Flux DNS,True,T1568,Dynamic Resolution,Command and Control,"ESXi, Linux, Windows, macOS","Network Connection Creation
Network Traffic Flow
Process Creation",3,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:syslog
macos:unifiedlog",5,"Gamaredon Group, TA505, menuPass",3
T1568.002,Dynamic Resolution: Domain Generation Algorithms,True,T1568,Dynamic Resolution,Command and Control,"ESXi, Linux, Windows, macOS","Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",4,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:syslog
linux:syslog
macos:unifiedlog",6,"APT41, TA551",2
T1568.003,Dynamic Resolution: DNS Calculation,True,T1568,Dynamic Resolution,Command and Control,"ESXi, Linux, Windows, macOS","Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",4,"WinEventLog:Sysmon
auditd:SYSCALL
esxi:syslog
linux:syslog
macos:unifiedlog",5,APT12,1
T1569,System Services,False,,,Execution,"Linux, Windows, macOS","File Modification
Process Creation
Service Creation
Windows Registry Key Modification",4,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
linux:syslog
macos:unifiedlog",5,,0
T1569.001,System Services: Launchctl,True,T1569,System Services,Execution,macOS,"Command Execution
File Modification
Process Creation
Service Creation",4,macos:unifiedlog,1,,0
T1569.002,System Services: Service Execution,True,T1569,System Services,Execution,Windows,"Network Connection Creation
Process Creation
Service Creation
Windows Registry Key Modification",4,"WinEventLog:Security
WinEventLog:Sysmon",2,"APT32, APT38, APT39, APT41, BlackByte, Blue Mockingbird, Chimera, FIN6, FIN7, INC Ransom, Ke3chang, Medusa Group, Moonstone Sleet, Silence, Velvet Ant, Wizard Spider",16
T1569.003,System Services: Systemctl,True,T1569,System Services,Execution,Linux,"Command Execution
File Modification
Process Creation
Service Creation",4,"auditd:CONFIG_CHANGE
auditd:EXECVE
auditd:SYSCALL",3,TeamTNT,1
T1570,Lateral Tool Transfer,False,,,Lateral Movement,"ESXi, Linux, Windows, macOS","Command Execution
File Creation
File Metadata
Network Share Access
Process Creation",5,"WinEventLog:Security
WinEventLog:Sysmon
auditd:FILE
auditd:SYSCALL
esxi:hostd
esxi:vmkernel
macos:unifiedlog",7,"APT32, APT41, Agrius, Aoqin Dragon, BlackByte, Chimera, Ember Bear, FIN10, GALLIUM, INC Ransom, Magic Hound, Medusa Group, Sandworm Team, Storm-1811, Turla, UNC3886, Velvet Ant, Volt Typhoon, Wizard Spider",19
T1571,Non-Standard Port,False,,,Command and Control,"ESXi, Linux, Windows, macOS","Application Log Content
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",5,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxcli:network
esxi:vpxd
linux:osquery
linux:syslog
macos:unifiedlog",8,"APT-C-36, APT32, APT33, Contagious Interview, DarkVishnya, Ember Bear, FIN7, Gamaredon Group, Lazarus Group, Magic Hound, RedEcho, Rocke, Sandworm Team, Silence, Velvet Ant, WIRTE",16
T1572,Protocol Tunneling,False,,,Command and Control,"ESXi, Linux, Windows, macOS","Application Log Content
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",5,"WinEventLog:Sysmon
auditd:SYSCALL
esxcli:network
esxi:vpxd
linux:osquery
linux:syslog
macos:unifiedlog",7,"Chimera, Cinnamon Tempest, Cobalt Group, Ember Bear, FIN13, FIN6, FIN7, Fox Kitten, Leviathan, Magic Hound, Mustang Panda, OilRig, Salt Typhoon, Scattered Spider",14
T1573,Encrypted Channel,False,,,Command and Control,"ESXi, Linux, Network Devices, Windows, macOS","Application Log Content
Module Load
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",6,"NSM:Connections
NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
esxi:vmkernel
esxi:vpxd
linux:osquery
linux:syslog
macos:unifiedlog",9,"APT29, BITTER, Magic Hound, Tropic Trooper",4
T1573.001,Encrypted Channel: Symmetric Cryptography,True,T1573,Encrypted Channel,Command and Control,"ESXi, Linux, Network Devices, Windows, macOS","Application Log Content
Module Load
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",6,"NSM:Connections
NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
esxcli:network
esxi:vpxd
linux:osquery
linux:syslog
macos:unifiedlog",9,"APT28, APT33, BRONZE BUTLER, Contagious Interview, Darkhotel, Higaisa, Inception, Lazarus Group, MuddyWater, Mustang Panda, RedCurl, Stealth Falcon, Volt Typhoon, ZIRCONIUM",14
T1573.002,Encrypted Channel: Asymmetric Cryptography,True,T1573,Encrypted Channel,Command and Control,"ESXi, Linux, Network Devices, Windows, macOS","Application Log Content
Module Load
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",6,"IDS:TLSInspection
NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
esxcli:network
esxi:vpxd
linux:osquery
linux:syslog
macos:unifiedlog",9,"APT42, Cobalt Group, FIN6, FIN8, Medusa Group, OilRig, RedCurl, RedEcho, TA2541, Tropic Trooper, Velvet Ant",11
T1574,Hijack Execution Flow,False,,,"Defense Evasion, Persistence, Privilege Escalation","Linux, Windows, macOS","File Creation
File Modification
Module Load
Process Creation
Service Metadata
Windows Registry Key Modification",6,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
linux:osquery
linux:syslog
macos:unifiedlog",6,,0
T1574.001,Hijack Execution Flow: DLL,True,T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation",Windows,"File Creation
File Metadata
Module Load
Process Creation
Windows Registry Key Modification",5,"WinEventLog:Security
WinEventLog:Sysmon",2,"APT19, APT3, APT32, APT41, Aquatic Panda, BRONZE BUTLER, BackdoorDiplomacy, BlackTech, Chimera, Cinnamon Tempest, Daggerfly, Earth Lusca, Evilnum, FIN13, GALLIUM, Higaisa, Lazarus Group, LuminousMoth, MuddyWater, Mustang Panda, Naikon, Patchwork, RTM, SideCopy, Sidewinder, Storm-1811, Threat Group-3390, Tonto Team, Tropic Trooper, Velvet Ant, Whitefly, menuPass",32
T1574.004,Hijack Execution Flow: Dylib Hijacking,True,T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation",macOS,"File Creation
File Modification
Module Load",3,macos:unifiedlog,1,,0
T1574.005,Hijack Execution Flow: Executable Installer File Permissions Weakness,True,T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation",Windows,"File Creation
File Metadata
Module Load
Process Creation",4,WinEventLog:Sysmon,1,Mustang Panda,1
T1574.006,Hijack Execution Flow: Dynamic Linker Hijacking,True,T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation","Linux, macOS","File Creation
File Modification
Module Load
Process Creation
Process Metadata",5,"auditd:PATH
auditd:SYSCALL
linux:osquery
macos:unifiedlog",4,"APT41, Aquatic Panda, Rocke",3
T1574.007,Hijack Execution Flow: Path Interception by PATH Environment Variable,True,T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation","Linux, Windows, macOS","File Creation
File Modification
Process Creation
Windows Registry Key Modification",4,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
linux:osquery
macos:unifiedlog",5,,0
T1574.008,Hijack Execution Flow: Path Interception by Search Order Hijacking,True,T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation",Windows,"File Creation
File Metadata
Process Creation",3,WinEventLog:Sysmon,1,,0
T1574.009,Hijack Execution Flow: Path Interception by Unquoted Path,True,T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation",Windows,"File Creation
File Metadata
Process Creation
Windows Registry Key Modification",4,"WinEventLog:Security
WinEventLog:Sysmon",2,,0
T1574.010,Hijack Execution Flow: Services File Permissions Weakness,True,T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation",Windows,"File Creation
File Metadata
Process Creation
Service Creation",4,"WinEventLog:Sysmon
WinEventLog:System",2,,0
T1574.011,Hijack Execution Flow: Services Registry Permissions Weakness,True,T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation",Windows,"Process Creation
Service Modification
Windows Registry Key Modification",3,"WinEventLog:Security
WinEventLog:Sysmon
WinEventLog:System",3,,0
T1574.012,Hijack Execution Flow: COR_PROFILER,True,T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation",Windows,"File Creation
Module Load
Process Creation
Windows Registry Key Modification",4,"WinEventLog:Security
WinEventLog:Sysmon",2,Blue Mockingbird,1
T1574.013,Hijack Execution Flow: KernelCallbackTable,True,T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation",Windows,"OS API Execution
Process Access
Process Creation",3,"WinEventLog:Sysmon
etw:Microsoft-Windows-Kernel-Process",2,Lazarus Group,1
T1574.014,Hijack Execution Flow: AppDomainManager,True,T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation",Windows,"File Creation
Module Load
Process Creation",3,"WinEventLog:Security
WinEventLog:Sysmon",2,,0
T1578,Modify Cloud Compute Infrastructure,False,,,Defense Evasion,IaaS,"Cloud Service Metadata
Instance Start
Instance Stop
Snapshot Creation
Snapshot Deletion
Snapshot Modification
Volume Creation
Volume Deletion
Volume Modification",9,"AWS:CloudTrail
AWS:CloudWatch",2,,0
T1578.001,Modify Cloud Compute Infrastructure: Create Snapshot,True,T1578,Modify Cloud Compute Infrastructure,Defense Evasion,IaaS,"Snapshot Creation
Snapshot Metadata",2,AWS:CloudTrail,1,,0
T1578.002,Modify Cloud Compute Infrastructure: Create Cloud Instance,True,T1578,Modify Cloud Compute Infrastructure,Defense Evasion,IaaS,"Instance Creation
Instance Metadata
Instance Start",3,"AWS:CloudTrail
azure:activity",2,"LAPSUS$, Scattered Spider",2
T1578.003,Modify Cloud Compute Infrastructure: Delete Cloud Instance,True,T1578,Modify Cloud Compute Infrastructure,Defense Evasion,IaaS,"Instance Deletion
Instance Metadata
Instance Stop",3,"AWS:CloudTrail
azure:activity",2,"LAPSUS$, Storm-0501",2
T1578.004,Modify Cloud Compute Infrastructure: Revert Cloud Instance,True,T1578,Modify Cloud Compute Infrastructure,Defense Evasion,IaaS,"Instance Modification
Instance Start
Instance Stop",3,AWS:CloudTrail,1,,0
T1578.005,Modify Cloud Compute Infrastructure: Modify Cloud Compute Configurations,True,T1578,Modify Cloud Compute Infrastructure,Defense Evasion,IaaS,Cloud Service Modification,1,AWS:CloudTrail,1,,0
T1580,Cloud Infrastructure Discovery,False,,,Discovery,IaaS,"Cloud Storage Enumeration
Instance Enumeration
Instance Metadata",3,AWS:CloudTrail,1,"Scattered Spider, Storm-0501",2
T1583,Acquire Infrastructure,False,,,Resource Development,PRE,"Active DNS
Domain Registration
Passive DNS
Response Content
Response Metadata",5,"Domain Name
Internet Scan",2,"Agrius, Contagious Interview, Ember Bear, Indrik Spider, Kimsuky, Sandworm Team, Sea Turtle, Star Blizzard",8
T1583.001,Acquire Infrastructure: Domains,True,T1583,Acquire Infrastructure,Resource Development,PRE,"Active DNS
Domain Registration
Passive DNS",3,Domain Name,1,"APT1, APT28, APT32, APT38, APT42, BITTER, CURIUM, Contagious Interview, Dragonfly, EXOTIC LILY, Earth Lusca, FIN7, Ferocious Kitten, Gamaredon Group, HEXANE, IndigoZebra, Kimsuky, Lazarus Group, LazyScripter, Leviathan, Magic Hound, Moonstone Sleet, Mustang Panda, OilRig, RedEcho, Sandworm Team, Scattered Spider, Sea Turtle, Silent Librarian, Star Blizzard, Storm-1811, TA2541, TA505, TeamTNT, Threat Group-3390, Transparent Tribe, Winnti Group, Winter Vivern, ZIRCONIUM, menuPass",40
T1583.002,Acquire Infrastructure: DNS Server,True,T1583,Acquire Infrastructure,Resource Development,PRE,,0,,0,"Axiom, HEXANE, Sea Turtle",3
T1583.003,Acquire Infrastructure: Virtual Private Server,True,T1583,Acquire Infrastructure,Resource Development,PRE,"Response Content
Response Metadata",2,Internet Scan,1,"APT28, APT42, Axiom, BlackByte, CURIUM, Contagious Interview, Dragonfly, Ember Bear, Gamaredon Group, HAFNIUM, LAPSUS$, Moonstone Sleet, Sea Turtle, Winter Vivern",14
T1583.004,Acquire Infrastructure: Server,True,T1583,Acquire Infrastructure,Resource Development,PRE,"Response Content
Response Metadata",2,Internet Scan,1,"CURIUM, Earth Lusca, GALLIUM, Kimsuky, Mustard Tempest, Sandworm Team",6
T1583.005,Acquire Infrastructure: Botnet,True,T1583,Acquire Infrastructure,Resource Development,PRE,,0,,0,"APT5, HAFNIUM, Ke3chang",3
T1583.006,Acquire Infrastructure: Web Services,True,T1583,Acquire Infrastructure,Resource Development,PRE,Response Content,1,Internet Scan,1,"APT17, APT28, APT29, APT32, Confucius, Contagious Interview, Earth Lusca, FIN7, Gamaredon Group, HAFNIUM, IndigoZebra, Kimsuky, Lazarus Group, LazyScripter, Magic Hound, Medusa Group, MuddyWater, Mustang Panda, POLONIUM, Saint Bear, TA2541, TA578, Turla, ZIRCONIUM",24
T1583.007,Acquire Infrastructure: Serverless,True,T1583,Acquire Infrastructure,Resource Development,PRE,Response Content,1,Internet Scan,1,,0
T1583.008,Acquire Infrastructure: Malvertising,True,T1583,Acquire Infrastructure,Resource Development,PRE,Response Content,1,Internet Scan,1,Mustard Tempest,1
T1584,Compromise Infrastructure,False,,,Resource Development,PRE,"Active DNS
Domain Registration
Passive DNS
Response Content
Response Metadata",5,"Domain Name
Internet Scan",2,,0
T1584.001,Compromise Infrastructure: Domains,True,T1584,Compromise Infrastructure,Resource Development,PRE,"Active DNS
Domain Registration
Passive DNS",3,Domain Name,1,"APT1, Kimsuky, Magic Hound, Mustard Tempest, SideCopy, Transparent Tribe",6
T1584.002,Compromise Infrastructure: DNS Server,True,T1584,Compromise Infrastructure,Resource Development,PRE,"Active DNS
Passive DNS",2,Domain Name,1,"LAPSUS$, Sea Turtle",2
T1584.003,Compromise Infrastructure: Virtual Private Server,True,T1584,Compromise Infrastructure,Resource Development,PRE,"Response Content
Response Metadata",2,Internet Scan,1,"Turla, Volt Typhoon",2
T1584.004,Compromise Infrastructure: Server,True,T1584,Compromise Infrastructure,Resource Development,PRE,"Response Content
Response Metadata",2,Internet Scan,1,"APT16, Daggerfly, Dragonfly, Earth Lusca, Indrik Spider, Lazarus Group, Leviathan, Sandworm Team, Turla, Volt Typhoon",10
T1584.005,Compromise Infrastructure: Botnet,True,T1584,Compromise Infrastructure,Resource Development,PRE,,0,,0,"Axiom, HAFNIUM, Sandworm Team, Volt Typhoon",4
T1584.006,Compromise Infrastructure: Web Services,True,T1584,Compromise Infrastructure,Resource Development,PRE,Response Content,1,Internet Scan,1,"CURIUM, Earth Lusca, Turla, Winter Vivern",4
T1584.007,Compromise Infrastructure: Serverless,True,T1584,Compromise Infrastructure,Resource Development,PRE,Response Content,1,Internet Scan,1,,0
T1584.008,Compromise Infrastructure: Network Devices,True,T1584,Compromise Infrastructure,Resource Development,PRE,Response Content,1,Internet Scan,1,"APT28, Leviathan, Volt Typhoon, ZIRCONIUM",4
T1585,Establish Accounts,False,,,Resource Development,PRE,"Network Traffic Content
Social Media",2,"Network Traffic
Persona",2,"APT17, Contagious Interview, Ember Bear, Fox Kitten, Kimsuky",5
T1585.001,Establish Accounts: Social Media Accounts,True,T1585,Establish Accounts,Resource Development,PRE,"Network Traffic Content
Social Media",2,"Network Traffic
Persona",2,"APT32, CURIUM, Cleaver, Contagious Interview, EXOTIC LILY, Fox Kitten, HEXANE, Kimsuky, Lazarus Group, Leviathan, Magic Hound, Medusa Group, Moonstone Sleet, Sandworm Team, Scattered Spider, Star Blizzard, Water Galura",17
T1585.002,Establish Accounts: Email Accounts,True,T1585,Establish Accounts,Resource Development,PRE,,0,,0,"APT1, APT42, CURIUM, Contagious Interview, EXOTIC LILY, HEXANE, Indrik Spider, Kimsuky, Lazarus Group, Leviathan, Magic Hound, Medusa Group, Moonstone Sleet, Mustang Panda, Sandworm Team, Silent Librarian, Star Blizzard, Wizard Spider",18
T1585.003,Establish Accounts: Cloud Accounts,True,T1585,Establish Accounts,Resource Development,PRE,,0,,0,Storm-1811,1
T1586,Compromise Accounts,False,,,Resource Development,PRE,"Network Traffic Content
Social Media",2,"Network Traffic
Persona",2,,0
T1586.001,Compromise Accounts: Social Media Accounts,True,T1586,Compromise Accounts,Resource Development,PRE,"Network Traffic Content
Social Media",2,"Network Traffic
Persona",2,"Leviathan, Sandworm Team",2
T1586.002,Compromise Accounts: Email Accounts,True,T1586,Compromise Accounts,Resource Development,PRE,,0,,0,"APT28, APT29, HEXANE, IndigoZebra, Kimsuky, LAPSUS$, Leviathan, Magic Hound, Mustang Panda, OilRig, Star Blizzard, TA577",12
T1586.003,Compromise Accounts: Cloud Accounts,True,T1586,Compromise Accounts,Resource Development,PRE,,0,,0,APT29,1
T1587,Develop Capabilities,False,,,Resource Development,PRE,"Malware Content
Malware Metadata
Response Content",3,"Internet Scan
Malware Repository",2,"Contagious Interview, Kimsuky, Moonstone Sleet",3
T1587.001,Develop Capabilities: Malware,True,T1587,Develop Capabilities,Resource Development,PRE,"Malware Content
Malware Metadata",2,Malware Repository,1,"APT29, Aoqin Dragon, Cleaver, Contagious Interview, FIN13, FIN7, Indrik Spider, Ke3chang, Kimsuky, Lazarus Group, LuminousMoth, Moonstone Sleet, Moses Staff, Mustang Panda, OilRig, Play, RedCurl, Salt Typhoon, Sandworm Team, TeamTNT, Turla, UNC3886",22
T1587.002,Develop Capabilities: Code Signing Certificates,True,T1587,Develop Capabilities,Resource Development,PRE,Malware Metadata,1,Malware Repository,1,"Daggerfly, PROMETHIUM, Patchwork",3
T1587.003,Develop Capabilities: Digital Certificates,True,T1587,Develop Capabilities,Resource Development,PRE,Response Content,1,Internet Scan,1,"APT29, Gamaredon Group, PROMETHIUM, Storm-0501",4
T1587.004,Develop Capabilities: Exploits,True,T1587,Develop Capabilities,Resource Development,PRE,,0,,0,"Leviathan, UNC3886, Volt Typhoon",3
T1588,Obtain Capabilities,False,,,Resource Development,PRE,"Certificate Registration
Malware Content
Malware Metadata
Response Content",4,"Certificate
Internet Scan
Malware Repository",3,,0
T1588.001,Obtain Capabilities: Malware,True,T1588,Obtain Capabilities,Resource Development,PRE,"Malware Content
Malware Metadata",2,Malware Repository,1,"APT1, Andariel, Aquatic Panda, BackdoorDiplomacy, Earth Lusca, Ember Bear, LAPSUS$, LazyScripter, LuminousMoth, Metador, Scattered Spider, TA2541, TA505, Turla, UNC3886",15
T1588.002,Obtain Capabilities: Tool,True,T1588,Obtain Capabilities,Resource Development,PRE,Malware Metadata,1,Malware Repository,1,"APT-C-36, APT1, APT19, APT28, APT29, APT32, APT33, APT38, APT39, APT41, APT42, Aoqin Dragon, Aquatic Panda, BITTER, BRONZE BUTLER, BackdoorDiplomacy, BlackTech, Blue Mockingbird, Carbanak, Chimera, Cinnamon Tempest, Cleaver, Cobalt Group, Contagious Interview, CopyKittens, DarkHydrus, DarkVishnya, Dragonfly, Earth Lusca, FIN10, FIN13, FIN5, FIN6, FIN7, FIN8, Ferocious Kitten, GALLIUM, Gamaredon Group, Gorgon Group, HEXANE, INC Ransom, Inception, IndigoZebra, Ke3chang, Kimsuky, LAPSUS$, Lazarus Group, Leafminer, Lotus Blossom, LuminousMoth, Magic Hound, Medusa Group, Metador, Moses Staff, MuddyWater, Mustang Panda, OilRig, POLONIUM, Patchwork, PittyTiger, Play, Salt Typhoon, Sandworm Team, Scattered Spider, Sea Turtle, Silence, Silent Librarian, Star Blizzard, Storm-1811, TA2541, TA505, Threat Group-3390, Thrip, Turla, Volt Typhoon, WIRTE, Whitefly, Wizard Spider, menuPass",79
T1588.003,Obtain Capabilities: Code Signing Certificates,True,T1588,Obtain Capabilities,Resource Development,PRE,Malware Metadata,1,Malware Repository,1,"BlackTech, FIN8, Kimsuky, Mustang Panda, OilRig, Threat Group-3390, Wizard Spider",7
T1588.004,Obtain Capabilities: Digital Certificates,True,T1588,Obtain Capabilities,Resource Development,PRE,"Certificate Registration
Response Content",2,"Certificate
Internet Scan",2,"BlackTech, Lazarus Group, LuminousMoth, Mustang Panda, Sea Turtle, Silent Librarian, UNC3886",7
T1588.005,Obtain Capabilities: Exploits,True,T1588,Obtain Capabilities,Resource Development,PRE,,0,,0,"Ember Bear, Kimsuky",2
T1588.006,Obtain Capabilities: Vulnerabilities,True,T1588,Obtain Capabilities,Resource Development,PRE,,0,,0,"Sandworm Team, Storm-0501, Volt Typhoon",3
T1588.007,Obtain Capabilities: Artificial Intelligence,True,T1588,Obtain Capabilities,Resource Development,PRE,,0,,0,Contagious Interview,1
T1589,Gather Victim Identity Information,False,,,Reconnaissance,PRE,Network Traffic Content,1,Network Traffic,1,"APT32, Contagious Interview, FIN13, HEXANE, LAPSUS$, Magic Hound, Scattered Spider, Star Blizzard, Volt Typhoon",9
T1589.001,Gather Victim Identity Information: Credentials,True,T1589,Gather Victim Identity Information,Reconnaissance,PRE,,0,,0,"APT28, Chimera, LAPSUS$, Leviathan, Magic Hound",5
T1589.002,Gather Victim Identity Information: Email Addresses,True,T1589,Gather Victim Identity Information,Reconnaissance,PRE,Network Traffic Content,1,Network Traffic,1,"APT32, EXOTIC LILY, HAFNIUM, HEXANE, Kimsuky, LAPSUS$, Lazarus Group, Magic Hound, Moonstone Sleet, Saint Bear, Sandworm Team, Silent Librarian, TA551, Volt Typhoon",14
T1589.003,Gather Victim Identity Information: Employee Names,True,T1589,Gather Victim Identity Information,Reconnaissance,PRE,,0,,0,"Kimsuky, Sandworm Team, Silent Librarian",3
T1590,Gather Victim Network Information,False,,,Reconnaissance,PRE,,0,,0,"HAFNIUM, Indrik Spider, Volt Typhoon",3
T1590.001,Gather Victim Network Information: Domain Properties,True,T1590,Gather Victim Network Information,Reconnaissance,PRE,,0,,0,Sandworm Team,1
T1590.002,Gather Victim Network Information: DNS,True,T1590,Gather Victim Network Information,Reconnaissance,PRE,,0,,0,,0
T1590.003,Gather Victim Network Information: Network Trust Dependencies,True,T1590,Gather Victim Network Information,Reconnaissance,PRE,,0,,0,,0
T1590.004,Gather Victim Network Information: Network Topology,True,T1590,Gather Victim Network Information,Reconnaissance,PRE,,0,,0,"FIN13, Salt Typhoon, Volt Typhoon",3
T1590.005,Gather Victim Network Information: IP Addresses,True,T1590,Gather Victim Network Information,Reconnaissance,PRE,,0,,0,"Andariel, HAFNIUM, Magic Hound",3
T1590.006,Gather Victim Network Information: Network Security Appliances,True,T1590,Gather Victim Network Information,Reconnaissance,PRE,,0,,0,Volt Typhoon,1
T1591,Gather Victim Org Information,False,,,Reconnaissance,PRE,,0,,0,"APT28, FIN7, Kimsuky, Lazarus Group, Moonstone Sleet, Volt Typhoon",6
T1591.001,Gather Victim Org Information: Determine Physical Locations,True,T1591,Gather Victim Org Information,Reconnaissance,PRE,,0,,0,Magic Hound,1
T1591.002,Gather Victim Org Information: Business Relationships,True,T1591,Gather Victim Org Information,Reconnaissance,PRE,,0,,0,"Dragonfly, LAPSUS$, Sandworm Team",3
T1591.003,Gather Victim Org Information: Identify Business Tempo,True,T1591,Gather Victim Org Information,Reconnaissance,PRE,,0,,0,,0
T1591.004,Gather Victim Org Information: Identify Roles,True,T1591,Gather Victim Org Information,Reconnaissance,PRE,,0,,0,"FIN7, HEXANE, LAPSUS$, Volt Typhoon",4
T1592,Gather Victim Host Information,False,,,Reconnaissance,PRE,Response Content,1,Internet Scan,1,Volt Typhoon,1
T1592.001,Gather Victim Host Information: Hardware,True,T1592,Gather Victim Host Information,Reconnaissance,PRE,Response Content,1,Internet Scan,1,,0
T1592.002,Gather Victim Host Information: Software,True,T1592,Gather Victim Host Information,Reconnaissance,PRE,Response Content,1,Internet Scan,1,"Andariel, Magic Hound, Sandworm Team",3
T1592.003,Gather Victim Host Information: Firmware,True,T1592,Gather Victim Host Information,Reconnaissance,PRE,,0,,0,,0
T1592.004,Gather Victim Host Information: Client Configurations,True,T1592,Gather Victim Host Information,Reconnaissance,PRE,Response Content,1,Internet Scan,1,HAFNIUM,1
T1593,Search Open Websites/Domains,False,,,Reconnaissance,PRE,,0,,0,"Contagious Interview, Kimsuky, Mustang Panda, Sandworm Team, Star Blizzard, Volt Typhoon",6
T1593.001,Search Open Websites/Domains: Social Media,True,T1593,Search Open Websites/Domains,Reconnaissance,PRE,,0,,0,"Contagious Interview, EXOTIC LILY, Kimsuky",3
T1593.002,Search Open Websites/Domains: Search Engines,True,T1593,Search Open Websites/Domains,Reconnaissance,PRE,,0,,0,Kimsuky,1
